Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model
_IO_file_jumps;fileops.c;1560;1.5938136577606201;0-2;Zero bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;0.584726095199585;0-2;Zero bit-flip
_IO_file_jumps_mmap;fileops.c;1562;1.3254356384277344;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;0.7434413433074951;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;0.5399208068847656;0-2;Zero bit-flip
_IO_file_jumps_mmap;fileops.c;1562;1.1198275089263916;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;0.6912429332733154;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;1.059509038925171;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;1.0243277549743652;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.7132613658905029;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;0.889746904373169;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;1.3499629497528076;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;1.1933209896087646;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;1.2326114177703857;0-2;Zero bit-flip
_IO_file_jumps_mmap;fileops.c;1562;1.3792715072631836;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;1.2990849018096924;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;1.294351577758789;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;1.1923267841339111;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.5494742393493652;0-2;Zero bit-flip
buf;iogetline.c;47;0.42446064949035645;0-2;Zero bit-flip
negative;../stdlib/strtol_l.c;228;1.3149423599243164;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.4787132740020752;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;0.6694324016571045;0-2;Zero bit-flip
_IO_file_jumps_mmap;fileops.c;1562;1.3638525009155273;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.5109658241271973;0-2;Zero bit-flip
_IO_file_jumps_mmap;fileops.c;1562;0.9468903541564941;0-2;Zero bit-flip
_IO_file_jumps_mmap;fileops.c;1562;1.2038743495941162;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;0.8931896686553955;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;1.1184871196746826;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;1.4401445388793945;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;0.8361859321594238;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;1.0574514865875244;0-2;Zero bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;1.3713672161102295;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;0.8816118240356445;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.6070196628570557;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;1.337730884552002;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;0.7069895267486572;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.8151426315307617;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;0.6841728687286377;0-2;Zero bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;0.775707483291626;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.8162322044372559;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.6529414653778076;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;1.3671815395355225;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.7022881507873535;0-2;Zero bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;0.7913899421691895;0-2;Zero bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;1.0652892589569092;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;0.5109860897064209;0-2;Zero bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;1.0464239120483398;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.6252591609954834;0-2;Zero bit-flip
undef_name;dl-lookup.c;801;0.6443779468536377;0-2;Zero bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;1.091658115386963;0-2;Zero bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;1.0349509716033936;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;0.984886646270752;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.557732343673706;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;1.1590442657470703;0-2;Zero bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;0.8322463035583496;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;1.1019902229309082;0-2;Zero bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;1.5464661121368408;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.6883208751678467;0-2;Zero bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;1.4808809757232666;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;0.6812717914581299;0-2;Zero bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;1.5769433975219727;0-2;Zero bit-flip
_IO_file_jumps;fileops.c;1560;1.2427046298980713;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.6492080688476562;0-2;Zero bit-flip
__GI__IO_file_jumps;fileops.c;1537;1.365243673324585;0-2;Zero bit-flip
