Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model
_dl_rtld_libname;rtld.c;210;1.1710896492004395;0-2;Double bit-flip
_dl_argc;rtld.c;82;0.3347811698913574;0-2;Double bit-flip
_rtld_global;rtld.c;140;0.5860002040863037;0-2;Double bit-flip
__GI___libc_enable_secure;../elf/dl-sysdep.c;56;0.5086302757263184;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;0.48665857315063477;0-2;Double bit-flip
_dl_rtld_libname;rtld.c;210;0.8022313117980957;0-2;Double bit-flip
_rtld_global;rtld.c;140;1.1939537525177002;0-2;Double bit-flip
_IO_file_jumps_mmap;fileops.c;1562;1.1034657955169678;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;0.4452362060546875;0-2;Double bit-flip
relocate_time;rtld.c;215;0.5637345314025879;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;0.42253994941711426;0-2;Double bit-flip
preloadlist;rtld.c;745;0.539539098739624;0-2;Double bit-flip
preload_file;rtld.c;1551;1.324429988861084;0-2;Double bit-flip
preloadlist;rtld.c;745;0.5547783374786377;0-2;Double bit-flip
preloadlist;rtld.c;745;1.1876320838928223;0-2;Double bit-flip
_dl_rtld_libname;rtld.c;210;0.5213699340820312;0-2;Double bit-flip
_rtld_global;rtld.c;140;0.9307923316955566;0-2;Double bit-flip
_rtld_global_ro;rtld.c;168;0.5605957508087158;0-2;Double bit-flip
_rtld_global_ro;rtld.c;168;0.3932921886444092;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;1.075010061264038;0-2;Double bit-flip
load_time;rtld.c;216;1.0710372924804688;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;0.7334854602813721;0-2;Double bit-flip
_rtld_global_ro;rtld.c;168;1.1545045375823975;0-2;Double bit-flip
tls_init_tp_called;rtld.c;585;0.5604257583618164;0-2;Double bit-flip
_dl_rtld_libname;rtld.c;210;1.1724388599395752;0-2;Double bit-flip
version_info;rtld.c;747;0.6497077941894531;0-2;Double bit-flip
_dl_argv;rtld.c;86;1.1301765441894531;0-2;Double bit-flip
audit_list;rtld.c;124;0.9323379993438721;0-2;Double bit-flip
load_time;rtld.c;216;0.2500278949737549;0-2;Double bit-flip
__libc_multiple_libcs;../elf/dl-sysdep.c;58;0.4769551753997803;0-2;Double bit-flip
_dl_skip_args;rtld.c;84;0.4608895778656006;0-2;Double bit-flip
__libc_multiple_libcs;../elf/dl-sysdep.c;58;0.877150297164917;0-2;Double bit-flip
__GI___libc_enable_secure;../elf/dl-sysdep.c;56;0.5375950336456299;0-2;Double bit-flip
_dl_argc;rtld.c;82;0.6146848201751709;0-2;Double bit-flip
_dl_rtld_libname;rtld.c;210;0.5862665176391602;0-2;Double bit-flip
file_size;rtld.c;794;0.9113001823425293;0-2;Double bit-flip
_dl_argv;rtld.c;86;0.24563121795654297;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;0.35215234756469727;0-2;Double bit-flip
_dl_argv;rtld.c;86;1.1488850116729736;0-2;Double bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;0.726508617401123;0-2;Double bit-flip
relocate_time;rtld.c;215;0.300250768661499;0-2;Double bit-flip
_rtld_local;rtld.c;162;0.9526965618133545;0-2;Double bit-flip
tls_init_tp_called;rtld.c;585;0.9615082740783691;0-2;Double bit-flip
audit_list;rtld.c;124;0.9849302768707275;0-2;Double bit-flip
_rtld_global;rtld.c;140;0.529038667678833;0-2;Double bit-flip
_dl_skip_args;rtld.c;84;1.1632804870605469;0-2;Double bit-flip
_IO_file_jumps_mmap;fileops.c;1562;1.2129414081573486;0-2;Double bit-flip
__GI___libc_enable_secure;../elf/dl-sysdep.c;56;0.8588728904724121;0-2;Double bit-flip
__libc_enable_secure;../elf/dl-sysdep.c;57;0.23221826553344727;0-2;Double bit-flip
_dl_rtld_libname2;rtld.c;211;0.32579493522644043;0-2;Double bit-flip
_dl_argv;rtld.c;86;0.3398754596710205;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;0.27586960792541504;0-2;Double bit-flip
audit_list;rtld.c;124;0.7423219680786133;0-2;Double bit-flip
_rtld_global;rtld.c;140;0.5379195213317871;0-2;Double bit-flip
_dl_rtld_libname2;rtld.c;211;0.47988367080688477;0-2;Double bit-flip
preloadlist;rtld.c;745;1.225538730621338;0-2;Double bit-flip
start_time;rtld.c;217;0.24646449089050293;0-2;Double bit-flip
start_time;rtld.c;217;0.49454498291015625;0-2;Double bit-flip
any_debug;rtld.c;2239;0.2809772491455078;0-2;Double bit-flip
relocate_time;rtld.c;215;0.45296549797058105;0-2;Double bit-flip
_rtld_global;rtld.c;140;0.35608410835266113;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;0.7018887996673584;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;0.6000699996948242;0-2;Double bit-flip
user_entry;../elf/dl-sysdep.c;89;0.47809696197509766;0-2;Double bit-flip
__libc_enable_secure;../elf/dl-sysdep.c;57;0.9786396026611328;0-2;Double bit-flip
load_time;rtld.c;216;1.1153578758239746;0-2;Double bit-flip
audit_list;rtld.c;124;1.0685548782348633;0-2;Double bit-flip
_dl_rtld_libname2;rtld.c;211;0.6694097518920898;0-2;Double bit-flip
any_debug;rtld.c;2239;0.8724925518035889;0-2;Double bit-flip
_dl_rtld_libname;rtld.c;210;0.8486080169677734;0-2;Double bit-flip
load_time;rtld.c;216;0.535438060760498;0-2;Double bit-flip
_IO_file_jumps;fileops.c;1560;0.32472944259643555;0-2;Double bit-flip
__libc_multiple_libcs;../elf/dl-sysdep.c;58;0.8890233039855957;0-2;Double bit-flip
_dl_argv;rtld.c;86;0.7373957633972168;0-2;Double bit-flip
user_entry;../elf/dl-sysdep.c;89;1.2339880466461182;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;0.4433479309082031;0-2;Double bit-flip
_rtld_global;rtld.c;140;0.9337849617004395;0-2;Double bit-flip
__libc_multiple_libcs;../elf/dl-sysdep.c;58;0.7001404762268066;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;0.8737905025482178;0-2;Double bit-flip
__GI___libc_enable_secure;../elf/dl-sysdep.c;56;0.5521330833435059;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;0.23502898216247559;0-2;Double bit-flip
preload_file;rtld.c;1551;0.5679233074188232;0-2;Double bit-flip
_dl_argv;rtld.c;86;0.3977475166320801;0-2;Double bit-flip
tls_init_tp_called;rtld.c;585;0.8989622592926025;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;0.5090916156768799;0-2;Double bit-flip
tls_init_tp_called;rtld.c;585;1.1534035205841064;0-2;Double bit-flip
version_info;rtld.c;747;0.348463773727417;0-2;Double bit-flip
_dl_skip_args;rtld.c;84;0.5986454486846924;0-2;Double bit-flip
load_time;rtld.c;216;0.937769889831543;0-2;Double bit-flip
maplength;dl-load.c;898;0.4653031826019287;0-2;Double bit-flip
_IO_file_jumps_mmap;fileops.c;1562;0.71909499168396;0-2;Double bit-flip
_dl_skip_args;rtld.c;84;0.32433247566223145;0-2;Double bit-flip
library_path;rtld.c;743;0.38579225540161133;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;0.3696904182434082;0-2;Double bit-flip
preloadlist;rtld.c;745;0.49681615829467773;0-2;Double bit-flip
load_time;rtld.c;216;0.4116830825805664;0-2;Double bit-flip
_dl_rtld_libname;rtld.c;210;0.35022449493408203;0-2;Double bit-flip
start_time;rtld.c;217;1.085874080657959;0-2;Double bit-flip
relocate_time;rtld.c;215;0.7961013317108154;0-2;Double bit-flip
start_time;rtld.c;217;0.9240646362304688;0-2;Double bit-flip
version_info;rtld.c;747;0.9021298885345459;0-2;Double bit-flip
tls_init_tp_called;rtld.c;585;0.4031941890716553;0-2;Double bit-flip
user_entry;../elf/dl-sysdep.c;89;0.6033966541290283;0-2;Double bit-flip
version_info;rtld.c;747;0.35752439498901367;0-2;Double bit-flip
version_info;rtld.c;747;0.3130989074707031;0-2;Double bit-flip
_dl_argc;rtld.c;82;1.2229065895080566;0-2;Double bit-flip
user_entry;../elf/dl-sysdep.c;89;1.0604987144470215;0-2;Double bit-flip
start_time;rtld.c;217;0.3735175132751465;0-2;Double bit-flip
__GI___libc_enable_secure;../elf/dl-sysdep.c;56;0.7451181411743164;0-2;Double bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;0.3378593921661377;0-2;Double bit-flip
_IO_file_jumps_mmap;fileops.c;1562;0.8288536071777344;0-2;Double bit-flip
__libc_multiple_libcs;../elf/dl-sysdep.c;58;0.3648221492767334;0-2;Double bit-flip
version_info;rtld.c;747;0.7304844856262207;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;0.540780782699585;0-2;Double bit-flip
_rtld_global_ro;rtld.c;168;0.9330921173095703;0-2;Double bit-flip
start_time;rtld.c;217;0.9605295658111572;0-2;Double bit-flip
tls_init_tp_called;rtld.c;585;0.30985069274902344;0-2;Double bit-flip
__libc_multiple_libcs;../elf/dl-sysdep.c;58;0.29302072525024414;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;1.1731197834014893;0-2;Double bit-flip
preloadlist;rtld.c;745;1.209787130355835;0-2;Double bit-flip
_dl_rtld_libname2;rtld.c;211;0.799978494644165;0-2;Double bit-flip
_rtld_global_ro;rtld.c;168;0.38886022567749023;0-2;Double bit-flip
library_path;rtld.c;743;0.940258264541626;0-2;Double bit-flip
__GI___libc_enable_secure;../elf/dl-sysdep.c;56;0.8412895202636719;0-2;Double bit-flip
_dl_rtld_libname2;rtld.c;211;1.2000949382781982;0-2;Double bit-flip
audit_list;rtld.c;124;0.728705883026123;0-2;Double bit-flip
version_info;rtld.c;747;0.3944087028503418;0-2;Double bit-flip
_rtld_local;rtld.c;162;0.4853084087371826;0-2;Double bit-flip
_dl_rtld_libname2;rtld.c;211;0.47458815574645996;0-2;Double bit-flip
__libc_multiple_libcs;../elf/dl-sysdep.c;58;0.4883606433868408;0-2;Double bit-flip
version_info;rtld.c;747;0.8739058971405029;0-2;Double bit-flip
__libc_multiple_libcs;../elf/dl-sysdep.c;58;1.0511786937713623;0-2;Double bit-flip
file_size;rtld.c;794;0.8184311389923096;0-2;Double bit-flip
__PRETTY_FUNCTION__;rtld.c;0;0.4591500759124756;0-2;Double bit-flip
_dl_argc;rtld.c;82;1.0297315120697021;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;0.8002777099609375;0-2;Double bit-flip
library_path;rtld.c;743;0.2974128723144531;0-2;Double bit-flip
_rtld_local;rtld.c;162;1.0435335636138916;0-2;Double bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.37581586837768555;0-2;Double bit-flip
__pointer_chk_guard_local;rtld.c;96;0.3602781295776367;0-2;Double bit-flip
version_info;rtld.c;747;1.1394636631011963;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;0.4637753963470459;0-2;Double bit-flip
any_debug;rtld.c;2239;1.2066936492919922;0-2;Double bit-flip
__pointer_chk_guard_local;rtld.c;96;0.8117263317108154;0-2;Double bit-flip
relocate_time;rtld.c;215;0.24619197845458984;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;0.49117136001586914;0-2;Double bit-flip
user_entry;../elf/dl-sysdep.c;89;0.7117180824279785;0-2;Double bit-flip
_rtld_global_ro;rtld.c;168;0.763883113861084;0-2;Double bit-flip
rtld_total_time;rtld.c;326;0.5888874530792236;0-2;Double bit-flip
start_time;rtld.c;217;1.091423749923706;0-2;Double bit-flip
load_time;rtld.c;216;0.531958818435669;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;0.6523101329803467;0-2;Double bit-flip
rtld_total_time;rtld.c;326;0.9269089698791504;0-2;Double bit-flip
_rtld_local;rtld.c;162;1.0102062225341797;0-2;Double bit-flip
library_path;rtld.c;743;0.5059826374053955;0-2;Double bit-flip
__libc_multiple_libcs;../elf/dl-sysdep.c;58;0.27164125442504883;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;0.6461644172668457;0-2;Double bit-flip
start_time;rtld.c;217;0.2707655429840088;0-2;Double bit-flip
_dl_rtld_libname;rtld.c;210;0.8088152408599854;0-2;Double bit-flip
_rtld_global;rtld.c;140;1.1684224605560303;0-2;Double bit-flip
start_time;rtld.c;217;0.8555381298065186;0-2;Double bit-flip
_IO_file_jumps;fileops.c;1560;0.9930346012115479;0-2;Double bit-flip
_IO_file_jumps;fileops.c;1560;0.9458751678466797;0-2;Double bit-flip
tls_init_tp_called;rtld.c;585;0.7464795112609863;0-2;Double bit-flip
library_path;rtld.c;743;1.1142640113830566;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;0.9479584693908691;0-2;Double bit-flip
_dl_argc;rtld.c;82;0.2640805244445801;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;1.1134734153747559;0-2;Double bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;0.3490633964538574;0-2;Double bit-flip
file_size;rtld.c;794;0.7551734447479248;0-2;Double bit-flip
_rtld_global;rtld.c;140;1.0846326351165771;0-2;Double bit-flip
library_path;rtld.c;743;1.1761257648468018;0-2;Double bit-flip
__libc_multiple_libcs;../elf/dl-sysdep.c;58;0.2471301555633545;0-2;Double bit-flip
audit_list;rtld.c;124;1.0196614265441895;0-2;Double bit-flip
_dl_argv;rtld.c;86;0.38181447982788086;0-2;Double bit-flip
_dl_rtld_libname;rtld.c;210;0.47793102264404297;0-2;Double bit-flip
__pointer_chk_guard_local;rtld.c;96;0.4845094680786133;0-2;Double bit-flip
_dl_argv;rtld.c;86;0.5184009075164795;0-2;Double bit-flip
_IO_file_jumps;fileops.c;1560;0.9357707500457764;0-2;Double bit-flip
__GI___libc_enable_secure;../elf/dl-sysdep.c;56;0.5943424701690674;0-2;Double bit-flip
audit_list;rtld.c;124;1.044429063796997;0-2;Double bit-flip
load_time;rtld.c;216;0.47424960136413574;0-2;Double bit-flip
_dl_argv;rtld.c;86;0.33193087577819824;0-2;Double bit-flip
any_debug;rtld.c;2239;1.0896844863891602;0-2;Double bit-flip
start_time;rtld.c;217;1.1406972408294678;0-2;Double bit-flip
load_time;rtld.c;216;0.23052597045898438;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;0.5790576934814453;0-2;Double bit-flip
_rtld_global;rtld.c;140;0.9556021690368652;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;0.407059907913208;0-2;Double bit-flip
library_path;rtld.c;743;1.1265416145324707;0-2;Double bit-flip
_dl_rtld_libname;rtld.c;210;0.9050214290618896;0-2;Double bit-flip
_buffer;pthread_once.c;114;0.4137580394744873;0-2;Double bit-flip
_dl_rtld_libname;rtld.c;210;0.2550640106201172;0-2;Double bit-flip
preload_file;rtld.c;1551;0.5013928413391113;0-2;Double bit-flip
__libc_multiple_libcs;../elf/dl-sysdep.c;58;0.5934579372406006;0-2;Double bit-flip
_dl_argc;rtld.c;82;0.570030927658081;0-2;Double bit-flip
preloadlist;rtld.c;745;0.9272496700286865;0-2;Double bit-flip
__pointer_chk_guard_local;rtld.c;96;0.2722055912017822;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;0.33539700508117676;0-2;Double bit-flip
__GI___libc_enable_secure;../elf/dl-sysdep.c;56;0.6302924156188965;0-2;Double bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.28218603134155273;0-2;Double bit-flip
start_time;rtld.c;217;0.3350679874420166;0-2;Double bit-flip
version_info;rtld.c;747;0.9039332866668701;0-2;Double bit-flip
_dl_argc;rtld.c;82;0.791022539138794;0-2;Double bit-flip
ranges;dl-reloc.c;258;0.8077080249786377;0-2;Double bit-flip
load_time;rtld.c;216;1.0374548435211182;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;0.553642988204956;0-2;Double bit-flip
__GI___libc_enable_secure;../elf/dl-sysdep.c;56;0.26848340034484863;0-2;Double bit-flip
_dl_rtld_libname2;rtld.c;211;0.6145567893981934;0-2;Double bit-flip
_rtld_local;rtld.c;162;0.9354958534240723;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;1.090350866317749;0-2;Double bit-flip
load_time;rtld.c;216;0.9800031185150146;0-2;Double bit-flip
preloadlist;rtld.c;745;0.702305793762207;0-2;Double bit-flip
__PRETTY_FUNCTION__;rtld.c;0;0.8167858123779297;0-2;Double bit-flip
__pointer_chk_guard_local;rtld.c;96;1.1121935844421387;0-2;Double bit-flip
_rtld_local;rtld.c;162;0.2556419372558594;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;1.0869863033294678;0-2;Double bit-flip
tls_init_tp_called;rtld.c;585;0.38866591453552246;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;0.4184377193450928;0-2;Double bit-flip
audit_list;rtld.c;124;1.2128746509552002;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;1.119338035583496;0-2;Double bit-flip
user_entry;../elf/dl-sysdep.c;89;1.1585006713867188;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;0.5922186374664307;0-2;Double bit-flip
_dl_argc;rtld.c;82;0.568124532699585;0-2;Double bit-flip
_rtld_global_ro;rtld.c;168;0.5328118801116943;0-2;Double bit-flip
_rtld_global_ro;rtld.c;168;1.058213472366333;0-2;Double bit-flip
__GI___libc_enable_secure;../elf/dl-sysdep.c;56;1.094306468963623;0-2;Double bit-flip
_dl_skip_args;rtld.c;84;0.6109211444854736;0-2;Double bit-flip
__libc_enable_secure;../elf/dl-sysdep.c;57;0.42653560638427734;0-2;Double bit-flip
file_size;rtld.c;794;0.5224959850311279;0-2;Double bit-flip
tls_init_tp_called;rtld.c;585;1.1698312759399414;0-2;Double bit-flip
_dl_rtld_libname2;rtld.c;211;0.415485143661499;0-2;Double bit-flip
_dl_rtld_libname;rtld.c;210;0.5050969123840332;0-2;Double bit-flip
_dl_argc;rtld.c;82;0.2433314323425293;0-2;Double bit-flip
_rtld_global;rtld.c;140;0.6441638469696045;0-2;Double bit-flip
audit_list;rtld.c;124;0.7932863235473633;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;0.5744881629943848;0-2;Double bit-flip
_dl_argc;rtld.c;82;1.218125343322754;0-2;Double bit-flip
version_info;rtld.c;747;0.8231141567230225;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;0.3873300552368164;0-2;Double bit-flip
_dl_argc;rtld.c;82;0.8378927707672119;0-2;Double bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;0.5696680545806885;0-2;Double bit-flip
__libc_enable_secure;../elf/dl-sysdep.c;57;0.654827356338501;0-2;Double bit-flip
rtld_total_time;rtld.c;326;0.3208944797515869;0-2;Double bit-flip
__pointer_chk_guard_local;rtld.c;96;0.9767458438873291;0-2;Double bit-flip
_dl_argc;rtld.c;82;0.6386592388153076;0-2;Double bit-flip
_dl_skip_args;rtld.c;84;0.7490172386169434;0-2;Double bit-flip
__GI___libc_enable_secure;../elf/dl-sysdep.c;56;0.35212182998657227;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;0.8389132022857666;0-2;Double bit-flip
_rtld_global;rtld.c;140;0.5967133045196533;0-2;Double bit-flip
__libc_multiple_libcs;../elf/dl-sysdep.c;58;0.6515164375305176;0-2;Double bit-flip
_dl_argv;rtld.c;86;0.9871413707733154;0-2;Double bit-flip
_dl_rtld_libname;rtld.c;210;0.3643927574157715;0-2;Double bit-flip
ranges;dl-reloc.c;258;1.002274751663208;0-2;Double bit-flip
version_info;rtld.c;747;0.2910950183868408;0-2;Double bit-flip
_dl_argc;rtld.c;82;1.2172355651855469;0-2;Double bit-flip
__pointer_chk_guard_local;rtld.c;96;0.3265645503997803;0-2;Double bit-flip
_IO_file_jumps;fileops.c;1560;0.8118820190429688;0-2;Double bit-flip
__GI___libc_enable_secure;../elf/dl-sysdep.c;56;0.5824975967407227;0-2;Double bit-flip
tls_init_tp_called;rtld.c;585;0.9566030502319336;0-2;Double bit-flip
preloadlist;rtld.c;745;0.8338501453399658;0-2;Double bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;0.9101998805999756;0-2;Double bit-flip
file_size;rtld.c;794;0.3607306480407715;0-2;Double bit-flip
__libc_enable_secure;../elf/dl-sysdep.c;57;0.6508190631866455;0-2;Double bit-flip
__libc_multiple_libcs;../elf/dl-sysdep.c;58;0.3520808219909668;0-2;Double bit-flip
__libc_enable_secure;../elf/dl-sysdep.c;57;0.9413855075836182;0-2;Double bit-flip
tls_init_tp_called;rtld.c;585;1.2445778846740723;0-2;Double bit-flip
any_debug;rtld.c;2239;0.48018765449523926;0-2;Double bit-flip
any_debug;rtld.c;2239;0.9426734447479248;0-2;Double bit-flip
relocate_time;rtld.c;215;0.7840251922607422;0-2;Double bit-flip
_dl_rtld_libname;rtld.c;210;0.3334982395172119;0-2;Double bit-flip
relocate_time;rtld.c;215;0.7573447227478027;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;0.5863978862762451;0-2;Double bit-flip
_IO_file_jumps;fileops.c;1560;1.1132440567016602;0-2;Double bit-flip
any_debug;rtld.c;2239;0.6941120624542236;0-2;Double bit-flip
load_time;rtld.c;216;0.7897372245788574;0-2;Double bit-flip
relocate_time;rtld.c;215;0.5700433254241943;0-2;Double bit-flip
__GI__dl_argv;rtld.c;83;1.044863224029541;0-2;Double bit-flip
_rtld_global_ro;rtld.c;168;1.2492597103118896;0-2;Double bit-flip
start_time;rtld.c;217;0.8150358200073242;0-2;Double bit-flip
_rtld_global;rtld.c;140;0.5841424465179443;0-2;Double bit-flip
__pointer_chk_guard_local;rtld.c;96;0.6707608699798584;0-2;Double bit-flip
preloadlist;rtld.c;745;0.5081541538238525;0-2;Double bit-flip
preloadlist;rtld.c;745;0.27176880836486816;0-2;Double bit-flip
__libc_multiple_libcs;../elf/dl-sysdep.c;58;0.8209424018859863;0-2;Double bit-flip
__GI___libc_enable_secure;../elf/dl-sysdep.c;56;0.7172486782073975;0-2;Double bit-flip
_rtld_global_ro;rtld.c;168;0.8344497680664062;0-2;Double bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;0.9934110641479492;0-2;Double bit-flip
_rtld_local;rtld.c;162;0.4101381301879883;0-2;Double bit-flip
_dl_argc;rtld.c;82;0.4871377944946289;0-2;Double bit-flip
any_debug;rtld.c;2239;0.8756191730499268;0-2;Double bit-flip
__libc_enable_secure;../elf/dl-sysdep.c;57;0.9793655872344971;0-2;Double bit-flip
_rtld_local_ro;rtld.c;202;0.7540819644927979;0-2;Double bit-flip
library_path;rtld.c;743;0.28496241569519043;0-2;Double bit-flip
_dl_rtld_libname;rtld.c;210;0.6986815929412842;0-2;Double bit-flip
version_info;rtld.c;747;0.9555821418762207;0-2;Double bit-flip
