Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model
negative;../stdlib/strtol_l.c;228;0.840416431427002;0-2;Random bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.7040221691131592;0-2;Random bit-flip
__GI__IO_file_jumps;fileops.c;1537;1.0101275444030762;0-2;Random bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.40984559059143066;0-2;Random bit-flip
_IO_file_jumps;fileops.c;1560;1.0687587261199951;0-2;Random bit-flip
negative;../stdlib/strtol_l.c;228;0.5630240440368652;0-2;Random bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.9274404048919678;0-2;Random bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.8943333625793457;0-2;Random bit-flip
_IO_file_jumps_mmap;fileops.c;1562;0.8028855323791504;0-2;Random bit-flip
__GI__IO_file_jumps;fileops.c;1537;1.139286994934082;0-2;Random bit-flip
__GI__IO_file_jumps;fileops.c;1537;1.2310101985931396;0-2;Random bit-flip
_IO_file_jumps;fileops.c;1560;1.2503764629364014;0-2;Random bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;0.5690245628356934;0-2;Random bit-flip
_IO_file_jumps;fileops.c;1560;0.8599472045898438;0-2;Random bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;0.9472761154174805;0-2;Random bit-flip
__GI__IO_file_jumps;fileops.c;1537;1.2254092693328857;0-2;Random bit-flip
_IO_file_jumps;fileops.c;1560;1.1212425231933594;0-2;Random bit-flip
